genres,id,keywords,original_language,production_countries,spoken_languages,title
"Horror, Thriller",298312,"rap music, pennsylvania, brother sister relationship, farm, grandparents, murder, children, independent film, farmhouse, single mother, violence, oven, found footage, hide and seek, diaper",en,United States of America,English,The Visit
"Drama, War",11600,"iraq, iraq war",en,United States of America,"English, Español",Redacted
"Romance, Thriller",71547,"beach, murder",de,"United Kingdom, Germany",English,Fascination
"Horror, Thriller, Science Fiction",57876,"found footage, area 51",en,United States of America,"English, Português",Area 51
Thriller,77495,"barcelona spain, blackmail, concierge, caretaker, stalking, apartment building, peep hole, chloroform",es,Spain,Español,Sleep Tight
"Horror, Comedy, Crime, Thriller",13849,"ransom, hostage, hostage drama",en,United Kingdom,"English, Français, Polski",The Cottage
"Drama, Fantasy, Comedy",14849,"suicide, life and death, coma, afterlife",en,United States of America,English,Dead Like Me: Life After Death
"Comedy, Documentary",12486,"penguin, balzen, antarctic",en,United States of America,English,Farce of the Penguins
Drama,19615,,en,,English,Flying By
"Music, Drama, Comedy",244403,"father son relationship, rock band, grieving father",en,United States of America,English,Rudderless
"Family, Animation",292481,"baseball, surrealism, children, new york yankees",en,United States of America,English,Henry & Me
"Romance, Comedy",340816,"photographer, surgeon, orchestra, doctor, car accident, power outage, stuck in elevator, elevator, christmas",en,United States of America,"Português, English",Christmas Eve
"TV Movie, Crime, Drama, Thriller",78814,,en,United States of America,English,We Have Your Husband
"Thriller, Drama",297596,"cia, retirement, espionage, terrorism",en,"Bahamas, United States of America","العربية, English, Română",Dying of the Light
"Action, Thriller, War",299552,"gun, oil, secret service, woman director, mina",en,"Cyprus, Jordan, United Kingdom",English,Born Of War
"Drama, Action, Thriller, Science Fiction",11935,"helicopter, nasa, texas, spacecraft, beguilement, crop duster, conspiracy, escape, astronaut, desert, mission to mars, investigative reporter, launchpad",en,"United Kingdom, United States of America",English,Capricorn One
"Comedy, Drama",113406,,en,United States of America,English,Should've Been Romeo
Family,447027,,en,United States of America,,Running Forever
"Comedy, Fantasy, Horror, Thriller",290825,"canada, nazis, sequel, spin off, ancient evil",en,United States of America,"English, Français, Deutsch",Yoga Hosers
"Horror, Action",361159,"louisiana, navy seal, zombie, violence, infected, walking dead, baton rouge",en,United States of America,English,Navy Seals vs. Zombies
"Comedy, Drama",12555,"expensive restaurant, luxury, adolf hitler, prague, sudetendeutsch, little boy, nazi germany",cs,"Czech Republic, Slovakia","Polski, Český",I Served the King of England
"Drama, Comedy",31175,,de,Germany,"Deutsch, ελληνικά",Soul Kitchen
Drama,12498,"independent film, repair shop, southern, death threat, story, religious art, father figure",en,United States of America,English,Sling Blade
"Horror, Thriller",77949,"suicide, england, classroom, investigation, supernatural, murder, children, haunting, teacher, author, fear, estate, con, discovery, ghost, governess",en,United Kingdom,"Français, English",The Awakening
Horror,1690,"bathroom, sex, amsterdam, europe, brothel, slovakia, backpacker, horror, gore, blood, torture, business card, doberman, hostel, surgery, elite club, fingers",en,United States of America,English,Hostel
"Comedy, Drama",8435,"adaptation, film in a film",en,United Kingdom,English,A Cock and Bull Story
"Thriller, Drama",64720,"shelter, end of the world, sanity, apocalypse",en,United States of America,English,Take Shelter
"Horror, Thriller",49365,"small town, boy, murder, maniac, ghost, the sixties",en,United States of America,English,Lady in White
"Drama, Comedy",11404,"auto, autoritian education, independent film, teacher",en,United Kingdom,English,Driving Lessons
Comedy,300706,"wife murder, murder plot",en,United States of America,English,Let's Kill Ward's Wife
Horror,16337,"hammer, gore, slasher, chainsaw, b horror",en,United States of America,English,The Texas Chainsaw Massacre 2
Western,11577,"sheriff, aging, billy the kid, lawlessness, gun battle, gore, breast, old friends, flogging, man slaps a woman, pat garrett, manhunt",en,United States of America,English,Pat Garrett & Billy the Kid
"Drama, Thriller, Crime",77987,"bangkok, suicidal, arthouse, neo-noir, drug trafficker, very little dialogue, emasculation",en,"France, Denmark, Sweden, Thailand, United States of America","English, ภาษาไทย",Only God Forgives
"Drama, Romance",40185,,fr,France,Français,Camping Sauvage
"Comedy, Romance",68202,woman director,en,United States of America,English,Without Men
"Drama, Family",8981,"scotland, father son relationship, single parent, loss of father, violent father, letter, ship, father, little boy, independent film, deaf, woman director",en,United Kingdom,English,Dear Frankie
"Action, Comedy, Drama, Western",10914,"indian territory, horse, ranch, stetson, urbanisierung, best friend",en,"Canada, United Kingdom, United States of America",English,All Hat
"Drama, Comedy, Romance",50848,"female nudity, political, voting results",fr,France,Français,The Names of Love
"Drama, Comedy",166624,"fish, boy, parenting, first love, troubled childhood, child psychologist, woman director, synchronized swimming, self acceptance, parental advisor",en,"Canada, Mexico",English,Treading Water
Drama,10822,"mother, sex, adultery, nudity, scandal, son, love, murder, true, teenager, gay man, incest, socialite",en,"United States of America, Spain, France",English,Savage Grace
Drama,10844,"new zealand, gun rampage, police, independent film, neighbor, person running amok",en,New Zealand,English,Out of the Blue
"Comedy, Crime",9336,"trainer, recruit, shenanigan, police academy",en,United States of America,English,Police Academy
"Romance, Adventure, Drama",5689,"sexual identity, shipwreck, lovers, stranded, marooned, pacific island, teenager, deserted island, tropical island, lost at sea",en,United States of America,English,The Blue Lagoon
"Comedy, Drama, Romance",712,"upper class, love at first sight, wedding vows, marriage proposal, yuppie, love of one's life, lone wolf, snob, witness, bride, bridegroom, bridesmaid, funeral, clumsy fellow, friendship, wedding, gay couple",en,United Kingdom,English,Four Weddings and a Funeral
Comedy,13342,"sex, based on novel, nudity, friendship, high school, shopping mall, bikini, bong, teacher, coming of age, marijuana, loss of virginity, drug humor, teen movie, rock 'n' roll, stoner, irreverence, teen comedy, dream sequence, convenience store, teenage pregnancy, woman director, abortion, surfer dude",en,United States of America,English,Fast Times at Ridgemont High
"Adventure, Drama",10339,"based on novel, captain, boat, obsession, shipwreck, stroke of fate, whale, walrus, revenge",en,United States of America,English,Moby Dick
"Crime, Drama",1429,"prison, prisoner, dream, drug dealer, nightclub, american dream, male friendship, melancholy, girlfriend, friendship, aftercreditsstinger",en,United States of America,English,25th Hour
"Crime, Drama, Romance, Thriller",9303,"prison, women's prison, suspense, mafia, lesbian, gangster, ex-con, woman director",en,United States of America,English,Bound
"Crime, Drama",641,"drug addiction, junkie, heroin, speed, diet, unsociability, illegal prostitution",en,United States of America,English,Requiem for a Dream
"Music, Romance",27686,state fair,en,United States of America,English,State Fair
"Drama, Foreign, Romance",65749,"dancer, tango, musical, love",es,"Argentina, Spain",Español,Tango
Drama,6106,"civil war, dictator, journalist, guerrilla, loss of lover, revolution, war correspondent, civil rights movement , picture journalist, el salvador, dictatorship",en,"United Kingdom, United States of America","English, Español",Salvador
Comedy,252680,"wife husband relationship, stress, children, mother daughter relationship, parenthood, parenting, parent child relationship, duringcreditsstinger",en,United States of America,English,Moms' Night Out
"Fantasy, Drama, Mystery",141,"parents kids relationship, airplane, time travel, school presentation, school performance, suburbia, vision, morality, teenager",en,United States of America,English,Donnie Darko
"Action, Comedy, Foreign",66607,,en,,,Saving Private Perez
"Drama, Foreign, History",17139,law and ethics,nl,"Netherlands, Belgium","Nederlands, English, Français, Deutsch",Character
"Comedy, Crime, Drama",12079,"independent film, speed freak, junky cop, boy toy, porn magazine, dope selling, crank, handcuffed to a bed, cctv, veterinary clinic, needlepoint, needle, older woman younger woman relationship, telephone sex",en,United States of America,English,Spun
"Comedy, Drama",39800,"dark comedy, independent film",en,United States of America,English,Life During Wartime
"Drama, Thriller",4550,independent film,ko,South Korea,"English, 日本語, 한국어/조선말",Sympathy for Lady Vengeance
Drama,62116,"royal court, overbearing father, harpsichord, 18th century",fr,France,Français,Mozart's Sister
"Comedy, Drama",9991,"prison, sport, amateur soccer, soccer coach",en,"United Kingdom, United States of America","English, Italiano",Mean Machine
"Action, Crime, Thriller",13807,,cn,Hong Kong,广州话 / 廣州話,Exiled
"Adventure, Action, Western",68818,"robbery, miner, treachery, sundance kid, native peoples, butch cassidy",en,"Bolivia, France, Spain, United Kingdom","Español, English",Blackthorn
"Crime, Drama",12093,"suicide, sex, sweden, underground, nightclub, nudity, escape, poverty, prostitution, violence, disturbing",sv,"Denmark, Sweden","Pусский, svenska, English",Lilya 4-ever
"Drama, Horror, Mystery, Thriller",36419,"wheelchair, nightmare, funeral, injection, crying, casket, shovel, lily, argument, crucifix, woman director",en,United States of America,English,After.Life
"Comedy, Drama, Thriller",281730,,en,India,"हिन्दी, English",Fugly
Drama,510,"individual, rebel, self-destruction, wheelchair, lunatic asylum, dying and death, rage and hate, freedom, insanity, basic rights and human rights, psychiatrist",en,United States of America,English,One Flew Over the Cuckoo's Nest
"Comedy, Horror",362105,,en,United States of America,English,R.L. Stine's Monsterville: The Cabinet of Souls
Comedy,10970,"screenplay, stuntman, slapstick, mime, hollywood, silent film",en,United States of America,Français,Silent Movie
"Thriller, Action, Drama, History",375290,"evacuation, war, based on true story, iraq war",hi,India,"العربية, हिन्दी, ",Airlift
"Drama, Family",17663,"based on novel, brother sister relationship, canada, village, love, school, miniseries, best friend, orphan, historical, kids, redhead girl",en,United States of America,English,Anne of Green Gables
"Adventure, Action",270938,"yakuza, marine, fighting",en,United States of America,English,Falcon Rising
"Action, Drama, Crime",116613,"british, based on tv series",en,United Kingdom,"Srpski, English",The Sweeney
"Crime, Drama, Thriller",11826,"spain, sex, nudity, psychopath, murder, heist, money, gangster, violence, criminal, retired, hunting, safecracker, brutal, leisure",en,"Spain, United Kingdom",English,Sexy Beast
"Drama, Thriller, Crime",29920,consignment,sv,"Denmark, Sweden, Germany","Deutsch, English, Español, Srpski, svenska",Easy Money
"Drama, Family",1088,"ocean, loss of mother, tradition, loss of brother, becoming an adult, role of women, empowerment, new zealand, maori tradition, chief, grandfather granddaughter relationship, modern society, whale, patriarch, stick fighting, canoe, patriarchy, loss of wife, woman director",en,New Zealand,"English, ",Whale Rider
"Drama, Family, Foreign",26379,,en,India,हिन्दी,Paa
"Thriller, Mystery, Science Fiction",34069,"space colony, space travel, simulated reality , spaceship, suspense, cargo ship, suspended animation, loneliness in space",de,Switzerland,"Français, Deutsch",Cargo
"Comedy, Drama, Family, Music, TV Movie",10947,"becoming an adult, musical, music, high school, school performance, high school sports, jock, teenager, clique, theater, peer pressure, teenage romance",en,United States of America,English,High School Musical
"Drama, Romance, Foreign",47452,"obsession, love, obsessive love, actor",en,"Canada, United Kingdom",English,Love and Death on Long Island
"Fantasy, Action, Thriller",3040,"witch, subway, fight, airplane, owl, todfeind, guard, blood, moscow",ru,Russia,"Deutsch, Pусский",Night Watch
"Romance, Crime, Drama, Thriller",11386,"transvestism, gay, hostage, love of one's life, northern ireland, homosexuality, gay interest, teenage crush, soldier, political unrest",en,"Japan, United Kingdom, Ireland",English,The Crying Game
Comedy,10246,"male nudity, female nudity, sex, florida, virgin, nudity, stripper, redneck, school, loss of virginity, hijinks, racism, teenager, lust, mischief, peeping tom, teaching, misadventure, duringcreditsstinger, voyeur, canuxploitation, virginity",en,"United States of America, Canada",English,Porky's
"Horror, Science Fiction",29426,zombie,en,"Canada, United States of America",English,Survival of the Dead
Horror,10331,"brother sister relationship, cemetery, gun, gas station, loss of father, cellar, house, barricade, zombie, trapped, bitten",en,United States of America,English,Night of the Living Dead
Drama,153,"upper class, hotel room, age difference, commercial, karaoke, homesickness, culture clash, jet lag, pop star, unsociability, aftercreditsstinger, woman director",en,"Japan, United States of America","日本語, English",Lost in Translation
"Comedy, Drama, Romance",703,"narration, neurosis, comedian, job interview, love, singer, jewish, breaking the fourth wall, talking to the audience, volkswagen beetle",en,United States of America,"English, Deutsch",Annie Hall
"Action, Drama, Romance",27191,"circus, travelling circus",en,United States of America,"English, Deutsch",The Greatest Show on Earth
"Drama, Romance",1365,"southern usa, waitress, parents kids relationship, overweight child, loss of child, new love, unsociability, ethnic stereotype, independent film, electric chair, xenophobia",en,United States of America,English,Monster's Ball
Horror,287424,"post-apocalyptic, dystopia, zombie",en,"Switzerland, United States of America",English,Maggie
"Drama, Romance",451,"individual, prostitute, alcohol, casino, love at first sight, lovesickness, film producer, screenwriter, hotel room, dying and death, rage and hate, unsociability, alcoholism, los angeles, alcohol abuse, attempted suicide",en,United States of America,English,Leaving Las Vegas
"Horror, Comedy",165864,"witch, marijuana, succubus, power company, cannibalism",en,United States of America,English,Hansel and Gretel Get Baked
"Romance, Drama, Comedy",987,"chicago, journalist, newspaper, marriage proposal, stress, father-in-law, newspaper man",en,United States of America,English,The Front Page
Thriller,241251,"male nudity, female nudity, sex, adultery, infidelity, obsession, blackmail, villain, hidden camera, blind date, death of a friend, insanity, high school, stalker, sociopath, unrequited love, neighbor, unfaithfulness, los angeles, principal, car accident, violence, sex scene, extramarital affair, tied up, car explosion, high school teacher, fatal attraction, mother son relationship, older woman younger man relationship, critically bashed, loss of friend, woman in jeopardy, crying woman, damsel in distress, erotic thriller, muscular",en,United States of America,English,The Boy Next Door
Drama,40494,"circus, trapeze artist",en,United States of America,"English, Italiano",Trapeze
"Comedy, Drama",39781,"lesbian relationship, lesbian, dinner, motorcycle, argument, biological father, artificial insemination, control freak, vegetable garden, woman director, lgbt family",en,United States of America,English,The Kids Are All Right
"Action, Horror, Science Fiction, Thriller",8337,"dystopia, social commentary, alien invasion, sunglasses, brawl",en,United States of America,English,They Live
"Adventure, Drama, History, Thriller, War",5925,"based on novel, optimism, switzerland, baseball, famous score, prisoner, shower, world war ii, prisoners of war, claustrophobia, nazis, machinegun, attempt to escape, uniform, freedom, based on true story, prison guard, escape, swastika, barbed wire, solitary confinement, motorcycle, motorcycle jump, alps",en,United States of America,"English, Deutsch, Français, Pусский",The Great Escape
Documentary,8357,"alternate dimension, new age, parallel world, pseudoscience, theology, consciousness, quantum mysticism, fantasy docudrama, woman director",en,United States of America,"English, Deutsch, Español",What the #$*! Do We (K)now!?
"Horror, Thriller",146203,found footage,en,United States of America,English,The Last Exorcism Part II
Drama,85350,"daily life, family's daily life, urban life, growing up, domestic abuse, coming of age, parenting, divorce, family, divorced parents, abusive husband",en,United States of America,"Español, English",Boyhood
"Comedy, Mystery",512,"upper class, prostitute, journalist, drowning, newspaper, magic, tarot cards, magic show, lordship, suspicion of murder, headline, funeral, investigation, daughter, music instrument, afterlife, swimming pool, murder, wealth, american, united kingdom",en,United Kingdom,English,Scoop
"Action, Comedy",13408,"sex, fight, music, illegal drug, black american stereotype, cashier, disgruntled worker, low rider, caller id, duringcreditsstinger",en,United States of America,English,The Wash
"Action, Comedy, Romance",47816,sport,en,United States of America,English,3 Strikes
"Drama, Romance",10744,"casino, jinx, bad luck",en,United States of America,"English, Pусский",The Cooler
"Drama, Action, Romance",11536,"decision, reno, mustang, falling in love, divorce",en,United States of America,English,The Misfits
"Drama, Thriller",9782,"radio station, radio presenter, radio transmission, independent film",en,United States of America,English,The Night Listener
"Comedy, Crime",18713,"new york, telephone joke, gangster",en,United States of America,English,The Jerky Boys
"Horror, Drama, Thriller",6537,"schizophrenia, suppressed past, wife",es,"Spain, Mexico",Español,The Orphanage
"Comedy, Horror",184345,haunted house,en,United States of America,English,A Haunted House 2
"Comedy, Drama, Romance",1809,"love triangle, independent film, multiple storylines",en,"Germany, United States of America","English, Deutsch",The Rules of Attraction
"Action, Drama, Mystery, Thriller",2370,"new york, cia, cuba, cold war, suspense",en,United States of America,"English, Français, Pусский, Español",Topaz
"Comedy, Crime",9809,"loss of father, condom, vulgar, parole board, alcohol abuse",en,United States of America,"English, Polski, Português, Español",Let's Go to Prison
"Crime, Comedy",5,"hotel, new year's eve, witch, bet, hotel room, sperm, los angeles, hoodlum, woman director, episode film",en,United States of America,English,Four Rooms
"Comedy, Drama, Romance",11013,"suicide, clerk, fetish, sadomasochism, lawyer, hospital, secretary, masturbation, typewriter, kinky, cutting, pantyhose, bdsm, workplace romance",en,United States of America,English,Secretary
Documentary,19153,independent film,en,United States of America,English,The Real Cancun
Drama,10132,"anonymity, radio presenter, success, dangerous, radio transmission, independent film",en,"Canada, United States of America",English,Talk Radio
"Music, Comedy",16448,"missouri, independent film, mechanic, in the closet, mockumentary, improvisation, whispering, travel agent, amateur theater, dairy queen, alien contact, fake documentary, city council, wagon train, chinese restaurant, product licensing, hidden character",en,United States of America,English,Waiting for Guffman
"Comedy, Romance",15122,"behind the scenes, spa, planetarium, art imitates life",en,United States of America,"Português, English",Love Stinks
"Comedy, Crime, Thriller, Romance",8141,"new york, san francisco, alcoholism, serial killer, alcoholic",en,United States of America,English,You Kill Me
"Comedy, Drama",1546,"becoming an adult, thumb, first time, hypnosis, thumb sucking, attention deficit hyperactivity disorder (adhd), elocution, high school, independent film, teenage crush, youth, family",en,United States of America,English,Thumbsucker
"Horror, Action, Thriller",48572,"christianity, homophobia, pastor, protest, christian, sign, gay interest, social commentary, religious fundamentalism, aftercreditsstinger, duringcreditsstinger",en,United States of America,English,Red State
Fantasy,14517,"fictional place, dream, fantasy",en,"United Kingdom, United States of America",English,Mirrormask
"Drama, Documentary",89708,"eating, around the world, fast motion scene, balance, skyline, sunset, modern life, moonrise",en,United States of America,English,Samsara
"Fantasy, Adventure",27551,"dragon, barbarian",en,"Italy, United States of America","English, Italiano, Español",The Barbarians
"Drama, Romance",64678,"philosophy, mentor, artist, painting, friendship, teen movie, teenager, sketching, rebellious youth",en,United States of America,English,The Art of Getting By
"Thriller, Drama",309503,woman director,en,United States of America,English,Zipper
"Comedy, Drama, Thriller",14293,"hustler, independent film, pool",en,United States of America,English,Poolhall Junkies
Drama,15059,,en,"United Kingdom, United States of America",English,The Loss of Sexual Innocence
"Drama, Fantasy",103328,"limousine, multiple identities, wig, penis, talking car, sewer of paris, traveling through a sewer, multiple roles",en,France,Français,Holy Motors
Drama,157847,"child abuse, prostitute, bar, brothel, snake, rain, pedophilia, bridge, beer, police, wine, fellatio, truck, woods, murder, dogfight, cigar smoking, underage drinking, teenager, facial scar, alcoholic, ex-con, cigarette lighter, grocery store, shot, search for dog, trees, dirt road, assaulting an officer, gallon of water",en,United States of America,English,Joe
"Crime, Comedy, Romance",25719,"london england, nightclub, chase, fraud, liar, love, thief, wealth, money, scam, hospital, secretary, business, wedding, parole, con, dishonesty",en,United Kingdom,English,Shooting Fish
"Crime, Drama, Horror, Thriller",48309,"prison, prisoner, revenge, haunting, electric chair",en,United States of America,English,Prison
Comedy,27723,"gay, dancing, detective, confession, beach, surfer, satire, party, malibu, friends, revenge, murder, based on play, independent film, diner, spoof, summer, killer, drag",en,"Australia, United States of America",English,Psycho Beach Party
"Comedy, Foreign",20468,"hairdresser, hairstylist",en,,English,The Big Tease
Drama,242575,"germany, mexican",en,"Mexico, Germany","Deutsch, Español","Guten Tag, Ramón"
"Crime, Drama, Thriller",44945,"rape, obsession, lie, job, independent film, teenage girl, school, internet, best friend, counselor, internet chat, duringcreditsstinger, online chat, catfishing, online hookup, online predator",en,United States of America,English,Trust
"Comedy, Crime",29122,"toupee, scalper",en,United States of America,English,An Everlasting Piece
"Comedy, Romance",125123,"yorkshire, love, friends",en,United Kingdom,English,Among Giants
Drama,111190,"lovers, woman director",en,"France, Australia",English,Adore
"Drama, Romance",133575,,en,United States of America,English,The Velocity of Gary
Drama,54580,"spain, bar, ship, drama, friends, shipyard, peseta",es,"Spain, France, Italy","Español, Deutsch",Mondays in the Sun
"Drama, Horror, Action, Thriller, Science Fiction",52015,"male nudity, canada, vampire",en,United States of America,English,Stake Land
Drama,34941,independent film,en,United States of America,English,The Last Time I Committed Suicide
Drama,227975,"germany, gay, portugal, drowning, nudity, travel, brothers",pt,"Brazil, Germany","Deutsch, Português",Futuro Beach
"Comedy, Drama",60422,,en,United States of America,"English, Français, Deutsch",Another Happy Day
"Adventure, Action, Thriller, Crime",81390,"terror, scotland, kidnapping, nudity, wilderness, mountaineer, hiking, climbing, torture",en,United Kingdom,"English, Italiano",A Lonely Place to Die
"Comedy, Fantasy, Science Fiction",10981,"loser, bullying, leere, independent film, best friend, cowardliness",en,Canada,English,Nothing
Drama,225235,"alcohol, adultery, river, camping, province, russia, wife, canoe, daughter, friendship, alcoholism, school, teaching, schoolboy, geography, kama, perm",ru,Russia,Pусский,The Geographer Drank His Globe Away
"Drama, Comedy, History, Music",14902,"usa, congress, musical",en,United States of America,English,1776
"Thriller, Romance",121676,woman director,en,"Canada, Germany, South Africa","العربية, English",Inescapable
"Action, Drama, History",22301,"world war i, zeppelin, royal air force, royal flying corps, dogfight, airship",en,United States of America,"Français, English, Deutsch",Hell's Angels
"Comedy, Drama, Romance",20065,independent film,en,,"English, Italiano",Purple Violets
Horror,257087,cult,en,United States of America,English,The Veil
Horror,46420,"killing, high school, female killer, revenge, prom, escape, teenager",en,Australia,English,The Loved Ones
Horror,114635,,en,United States of America,English,The Helpers
"Comedy, Romance, TV Movie",158150,,en,United States of America,English,How to Fall in Love
"Romance, Adventure, Drama",251979,"biography, christian, romance",en,South Africa,English,The Perfect Wave
"Drama, History",874,"england, pope, beheading, death penalty, thomas more, protestant church, thomas cromwell, oath, henry viii",en,United Kingdom,"English, Français, Latin, Español",A Man for All Seasons
Drama,10774,"corruption, sex, adultery, television, profit, nudity, power, tv ratings, murder, corporate, reporter, co-worker, meeting, news, fired, network, anchor, structure, rant",en,United States of America,"English, Deutsch",Network
"Drama, Romance, War",770,"life and death, civil war, southern usa, loss of child, marriage proposal, atlanta, luxury, plantation, typhus, business woman, marriage crisis",en,United States of America,English,Gone with the Wind
Drama,266102,"dance, ban from profession, biography, iran, oppression, tehran iran",en,"Morocco, Romania, United Arab Emirates, United Kingdom",English,Desert Dancer
"War, Western",29715,"mexico, prisoners of war, apache, raid, confederate",en,United States of America,"English, Français, Español",Major Dundee
"Action, Comedy, Music, Romance, Western",25209,"musical, annie oakley, sharpshooter",en,United States of America,English,Annie Get Your Gun
"Comedy, Crime, Drama",37495,"terrorism, british farce",en,United Kingdom,"العربية, English, اردو",Four Lions
Drama,29262,"brazil, desert, 1910s",pt,Brazil,Português,The House of Sand
"Drama, Action, Comedy, Crime",34769,"crime fighter, delusion, superhero",en,"Canada, United Kingdom, United States of America",English,Defendor
"Music, Romance",35032,"musical, pirate",en,United States of America,English,The Pirate
"Drama, Comedy, Romance",5178,"san francisco, homeless person, bar, suicide attempt, heart attack, friendship, hospital",en,"Denmark, France, Iceland, United States of America","English, Italiano",The Good Heart
"Comedy, Drama",8618,"gay, becoming an adult, education, exam, scholarship, oxford, cambridge, history, based on play, student, boys' school, teachers and students, 1980s",en,United Kingdom,English,The History Boys
Drama,3116,shower,en,United States of America,"English, Italiano",Midnight Cowboy
Comedy,9427,"suicide attempt, striptease, steel worker, repossession, male stripper",en,United Kingdom,English,The Full Monty
Comedy,813,"chicago, alcohol, cataclysm, guitar, medicine, taxi driver, passenger, saxophone, stewardess, pilot, airplane, fear of flying, air controller, landing, autopilot, kiss, spoof, los angeles, alcohol abuse, aftercreditsstinger, anarchic comedy",en,United States of America,English,Airplane!
"Thriller, Adventure, Action",352978,"brother brother relationship, corruption, revenge, government conspiracy",en,United States of America,English,Chain of Command
Comedy,10634,"rap music, parents kids relationship, rapper, job",en,United States of America,English,Friday
"Drama, Action, Crime",9516,"black people, drug dealer, ghetto, weapon, delinquency, los angeles",en,United States of America,English,Menace II Society
Horror,16288,"lake, anthology, revenge, murder, blob, gore, hitchhiker, zombie, hit and run, horror anthology",en,United States of America,English,Creepshow 2
"Action, Comedy, Western",23330,"prostitute, homeless person, stagecoach, reverend, way station",en,United States of America,English,The Ballad of Cable Hogue
"Crime, Drama",18900,"murder, true crime, farmer",en,United States of America,English,In Cold Blood
Drama,27029,"nurse, missionary, nun, belgium, sanitarium, female protagonist, hospital, tuberculosis, congo, convent, thinness, obedience",en,United States of America,English,The Nun's Story
"Action, Drama, Thriller, Crime, Mystery",26268,"private eye, lew harper",en,United States of America,English,Harper
"Crime, Drama, Mystery, Thriller",573,"london england, rape, police, suspense, serial killer",en,United Kingdom,English,Frenzy
"Mystery, Horror",310131,"witch, new england, 17th century",en,"Canada, United States of America",English,The Witch
"Action, Comedy",40505,,en,United States of America,English,I Got the Hook Up
"Comedy, Romance",11363,"brother brother relationship, taxi, ex-girlfriend, love of one's life, bride, broker, independent film, wedding",en,United States of America,"English, Français",She's the One
Drama,3033,"gay, film director, dying and death, biography, homosexuality, author, lgbt elderly",en,"United Kingdom, United States of America","English, Magyar",Gods and Monsters
"Crime, Drama, Mystery, Romance",25376,"rape, secret, writing, homicide, kidnapping, passion, suspect, investigation, police, partner, murder, tension, argentina, justice, eyes",es,"Argentina, Spain",Español,The Secret in Their Eyes
"Horror, Thriller",22007,,en,United States of America,English,Train
"Horror, Comedy, Fantasy",765,"deer, blood splatter, tape recorder, chainsaw, spirit, violence, over the top, shot in the arm, book of the dead, evil dead, eyeball, necronomicon, tarmac, meat cleaver, shot through a wall",en,United States of America,English,Evil Dead II
"Action, Comedy",10615,"ladykiller, musical, belt, police officer, drug lord",en,United States of America,English,Pootie Tang
"TV Movie, Horror",205321,"california, helicopter, beach, tornado, hurricane, attack, blood, chainsaw, storm, explosion, danger, shark, tv movie, flood",en,United States of America,English,Sharknado
"Drama, Foreign",89540,"female nudity, pagan, aztec indian",es,Mexico,Español,The Other Conquest
"Fantasy, Horror",46146,"hunter, mountains, wilderness, adventure, forest, secret government organization, hunting trip, wildlife, conspiracy, troll, mockumentary, found footage, aftercreditsstinger",nb,Norway,Norsk,Troll Hunter
"Comedy, Romance",38007,independent film,en,United States of America,,Ira & Abby
"Comedy, Drama",14256,"independent film, book editor",en,United States of America,English,Winter Passing
Action,540,"coming out, covert operation, lesbian, female protagonist, in the closet, based on short film, lgbt, metrosexual, subversion, female agent, schoolgirl uniform, punk rocker, lip synching, plaid, thesis, german girl, french girl, woman director, spy spoof",en,United States of America,English,D.E.B.S.
"Crime, Action",370464,"pastor, based on true story, wrestler",en,United States of America,English,The Masked Saint
"Crime, Drama, Mystery, Thriller",20055,"kidnapping, revelation, murder, theft, trust, criminal, warehouse, psycho, flashback",en,United States of America,English,The Betrayed
"Action, Crime, Comedy, Thriller",224569,"machinegun, tax inspector, wedding party",en,United States of America,"English, Pусский",Taxman
Drama,395766,miniseries,en,,,The Secret
"Horror, Thriller, Mystery",39303,"thriller, forensic",en,United States of America,English,02:13
"Action, Animation",142061,"dc comics, future, joker, robin, based on graphic novel, dystopic future, super powers",en,United States of America,English,"Batman: The Dark Knight Returns, Part 2"
Documentary,370662,"climate change, documentary",en,United States of America,English,Time to Choose
"Action, Adventure, Drama, Fantasy",252360,based on video game,en,"Bulgaria, Canada",English,In the Name of the King III
"Action, Drama, Thriller",256740,,en,United States of America,English,Wicked Blood
Drama,299145,"revenge, murder, u.s. marine",en,United States of America,English,Stranded
"Crime, Mystery, Thriller",241766,"wife husband relationship, gangster, mysterious killer",en,United Kingdom,"Italiano, English",Lords of London
"Comedy, Music",12535,"industrialist, vertigo, hitman, lighthouse, spoof, hitchcockian",en,United States of America,"English, Magyar",High Anxiety
"Documentary, Family",1667,"parents kids relationship, penguin, brood, autonomy, egg, survival, snow, antarctic",fr,France,"Français, English",March of the Penguins
"Thriller, Drama",50839,"capitalism, brokerage, wall street, downsizing, financial crisis, stock market, stock market crash, 21st century, investment",en,United States of America,English,Margin Call
Drama,86549,"drama, romance, gay relationship",en,,"Español, English",August
"Comedy, Drama",13973,"strip club, alzheimer, sex addiction",en,United States of America,English,Choke
Drama,244786,"jazz, obsession, conservatory, music teacher, new york city, violence, montage, drummer, public humiliation, jazz band, young adult, music school",en,United States of America,English,Whiplash
"Drama, Crime",598,"male nudity, street gang, brazilian, photographer, 1970s, puberty, ghetto, gang war, coming of age, woman director, 1980s",pt,"Brazil, France",Português,City of God
"Comedy, Drama",11129,"sex, salesclerk, fast food restaurant, boredom, relationship problems, party, relationship, drug, alcohol abuse, fashion, group of friends",en,"United Kingdom, Ireland",English,Human Traffic
